Node	CRUD	DataFlowValue
$r35 = virtualinvoke $r34.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>(r3)	U	null
specialinvoke $r55.<javax.management.ObjectName: void <init>(java.lang.String)>(r12)	R	null
$l2 = virtualinvoke $r42.<java.lang.Long: long longValue()>()	U	null
$r56 = interfaceinvoke r15.<java.util.Iterator: java.lang.Object next()>()	U	null
r14 = interfaceinvoke r2.<javax.management.MBeanServer: java.util.Set queryMBeans(javax.management.ObjectName,javax.management.QueryExp)>(r13, null)	U	null
if $z1 != 0 goto $r29 = interfaceinvoke r8.<java.util.Iterator: java.lang.Object next()>()	R	null
staticinvoke <org.apache.catalina.manager.StatusTransformer: void writeWrapper(java.io.PrintWriter,javax.management.ObjectName,javax.management.MBeanServer,int)>(r0, $r57, r2, i0)	R	null
$r32 = virtualinvoke r1.<javax.management.ObjectName: java.lang.String getDomain()>()	U	null
$r20 = new java.lang.StringBuilder	C	null
virtualinvoke r0.<java.io.PrintWriter: void print(java.lang.String)>("<p>")	R	null
r7 = (javax.management.ObjectName) $r29	U	null
goto [?= $z3 = interfaceinvoke r15.<java.util.Iterator: boolean hasNext()>()]	R	null
virtualinvoke r0.<java.io.PrintWriter: void print(java.lang.String)>($r48)	R	null
$r57 = virtualinvoke r16.<javax.management.ObjectInstance: javax.management.ObjectName getObjectName()>()	U	null
r8 = interfaceinvoke r6.<java.util.Set: java.util.Iterator iterator()>()	U	null
specialinvoke $r31.<java.lang.StringBuilder: void <init>(java.lang.String)>($r33)	R	null
$r44 = virtualinvoke $r43.<java.lang.StringBuilder: java.lang.String toString()>()	U	null
if i0 != 0 goto return	R	null
staticinvoke <org.apache.catalina.manager.StatusTransformer: void writeJspMonitor(java.io.PrintWriter,java.util.Set,javax.management.MBeanServer,int)>(r0, r10, r2, i0)	R	null
specialinvoke $r40.<java.lang.StringBuilder: void <init>(java.lang.String)>(" Start time: ")	R	null
virtualinvoke r0.<java.io.PrintWriter: void print(java.lang.String)>("</p>")	R	null
$r43 = virtualinvoke $r40.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.Object)>($r41)	U	null
$r42 = (java.lang.Long) r11	U	null
specialinvoke $r19.<javax.management.ObjectName: void <init>(java.lang.String)>($r28)	R	null
i1 = virtualinvoke r4.<java.lang.String: int indexOf(int)>(47)	U	null
r2 := @parameter2: javax.management.MBeanServer	R	null
r4 = virtualinvoke r4.<java.lang.String: java.lang.String substring(int)>(2)	U	null
$r34 = virtualinvoke $r31.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>(":type=JspMonitor,WebModule=")	U	null
