start	end	CRUD_Test
$r21 = virtualinvoke $r20.<java.lang.StringBuilder: java.lang.StringBuilder append(int)>(i0)	$r22 = virtualinvoke $r21.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>(" sessions invalidated.")	1
$r22 = virtualinvoke $r21.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>(" sessions invalidated.")	$r23 = virtualinvoke $r22.<java.lang.StringBuilder: java.lang.String toString()>()	1
$r23 = virtualinvoke $r22.<java.lang.StringBuilder: java.lang.String toString()>()	interfaceinvoke r2.<javax.servlet.http.HttpServletRequest: void setAttribute(java.lang.String,java.lang.Object)>("message", $r23)	1
interfaceinvoke r2.<javax.servlet.http.HttpServletRequest: void setAttribute(java.lang.String,java.lang.Object)>("message", $r23)	goto [?= virtualinvoke r0.<org.apache.catalina.manager.HTMLManagerServlet: void displaySessionsListPage(org.apache.catalina.util.ContextName,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,org.apache.tomcat.util.res.StringManager)>(r1, r2, r3, r4)]	0
goto [?= virtualinvoke r0.<org.apache.catalina.manager.HTMLManagerServlet: void displaySessionsListPage(org.apache.catalina.util.ContextName,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,org.apache.tomcat.util.res.StringManager)>(r1, r2, r3, r4)]	virtualinvoke r0.<org.apache.catalina.manager.HTMLManagerServlet: void displaySessionsListPage(org.apache.catalina.util.ContextName,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,org.apache.tomcat.util.res.StringManager)>(r1, r2, r3, r4)	0
$r24 = "removeSessionAttribute"	$z3 = virtualinvoke $r24.<java.lang.String: boolean equals(java.lang.Object)>(r5)	1
$z3 = virtualinvoke $r24.<java.lang.String: boolean equals(java.lang.Object)>(r5)	if $z3 == 0 goto virtualinvoke r0.<org.apache.catalina.manager.HTMLManagerServlet: void displaySessionsListPage(org.apache.catalina.util.ContextName,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,org.apache.tomcat.util.res.StringManager)>(r1, r2, r3, r4)	1
if $z3 == 0 goto virtualinvoke r0.<org.apache.catalina.manager.HTMLManagerServlet: void displaySessionsListPage(org.apache.catalina.util.ContextName,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,org.apache.tomcat.util.res.StringManager)>(r1, r2, r3, r4)	r25 = interfaceinvoke r2.<javax.servlet.http.HttpServletRequest: java.lang.String getParameter(java.lang.String)>("sessionId")	0
if $z3 == 0 goto virtualinvoke r0.<org.apache.catalina.manager.HTMLManagerServlet: void displaySessionsListPage(org.apache.catalina.util.ContextName,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,org.apache.tomcat.util.res.StringManager)>(r1, r2, r3, r4)	virtualinvoke r0.<org.apache.catalina.manager.HTMLManagerServlet: void displaySessionsListPage(org.apache.catalina.util.ContextName,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,org.apache.tomcat.util.res.StringManager)>(r1, r2, r3, r4)	0
r25 = interfaceinvoke r2.<javax.servlet.http.HttpServletRequest: java.lang.String getParameter(java.lang.String)>("sessionId")	r26 = interfaceinvoke r2.<javax.servlet.http.HttpServletRequest: java.lang.String getParameter(java.lang.String)>("attributeName")	1
r26 = interfaceinvoke r2.<javax.servlet.http.HttpServletRequest: java.lang.String getParameter(java.lang.String)>("attributeName")	z0 = virtualinvoke r0.<org.apache.catalina.manager.HTMLManagerServlet: boolean removeSessionAttribute(org.apache.catalina.util.ContextName,java.lang.String,java.lang.String,org.apache.tomcat.util.res.StringManager)>(r1, r25, r26, r4)	1
z0 = virtualinvoke r0.<org.apache.catalina.manager.HTMLManagerServlet: boolean removeSessionAttribute(org.apache.catalina.util.ContextName,java.lang.String,java.lang.String,org.apache.tomcat.util.res.StringManager)>(r1, r25, r26, r4)	if z0 == 0 goto $r31 = new java.lang.StringBuilder	1
if z0 == 0 goto $r31 = new java.lang.StringBuilder	$r27 = new java.lang.StringBuilder	0
if z0 == 0 goto $r31 = new java.lang.StringBuilder	$r31 = new java.lang.StringBuilder	0
$r27 = new java.lang.StringBuilder	specialinvoke $r27.<java.lang.StringBuilder: void <init>(java.lang.String)>("Session attribute \'")	1
specialinvoke $r27.<java.lang.StringBuilder: void <init>(java.lang.String)>("Session attribute \'")	$r28 = virtualinvoke $r27.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>(r26)	0
$r28 = virtualinvoke $r27.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>(r26)	$r29 = virtualinvoke $r28.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>("\' removed.")	1
$r29 = virtualinvoke $r28.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>("\' removed.")	$r30 = virtualinvoke $r29.<java.lang.StringBuilder: java.lang.String toString()>()	1
$r30 = virtualinvoke $r29.<java.lang.StringBuilder: java.lang.String toString()>()	goto [?= r7 = $r30]	1
goto [?= r7 = $r30]	r7 = $r30	0
$r31 = new java.lang.StringBuilder	specialinvoke $r31.<java.lang.StringBuilder: void <init>(java.lang.String)>("Session did not contain any attribute named \'")	1
specialinvoke $r31.<java.lang.StringBuilder: void <init>(java.lang.String)>("Session did not contain any attribute named \'")	$r32 = virtualinvoke $r31.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>(r26)	0
$r32 = virtualinvoke $r31.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>(r26)	$r33 = virtualinvoke $r32.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>("\'")	1
$r33 = virtualinvoke $r32.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>("\'")	$r30 = virtualinvoke $r33.<java.lang.StringBuilder: java.lang.String toString()>()	1
$r30 = virtualinvoke $r33.<java.lang.StringBuilder: java.lang.String toString()>()	r7 = $r30	1
r7 = $r30	interfaceinvoke r2.<javax.servlet.http.HttpServletRequest: void setAttribute(java.lang.String,java.lang.Object)>("message", r7)	1
interfaceinvoke r2.<javax.servlet.http.HttpServletRequest: void setAttribute(java.lang.String,java.lang.Object)>("message", r7)	virtualinvoke r0.<org.apache.catalina.manager.HTMLManagerServlet: void displaySessionDetailPage(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,org.apache.catalina.util.ContextName,java.lang.String,org.apache.tomcat.util.res.StringManager)>(r2, r3, r1, r25, r4)	0
virtualinvoke r0.<org.apache.catalina.manager.HTMLManagerServlet: void displaySessionDetailPage(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,org.apache.catalina.util.ContextName,java.lang.String,org.apache.tomcat.util.res.StringManager)>(r2, r3, r1, r25, r4)	return	0
virtualinvoke r0.<org.apache.catalina.manager.HTMLManagerServlet: void displaySessionsListPage(org.apache.catalina.util.ContextName,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,org.apache.tomcat.util.res.StringManager)>(r1, r2, r3, r4)	return	0
