start	end	CRUD_Test
$r98 = virtualinvoke $r97.<java.lang.StringBuilder: java.lang.String toString()>()	virtualinvoke r0.<java.io.PrintWriter: void write(java.lang.String)>($r98)	1
virtualinvoke r0.<java.io.PrintWriter: void write(java.lang.String)>($r98)	$r99 = new java.lang.StringBuilder	0
$r99 = new java.lang.StringBuilder	specialinvoke $r99.<java.lang.StringBuilder: void <init>(java.lang.String)>(" type=\'")	1
specialinvoke $r99.<java.lang.StringBuilder: void <init>(java.lang.String)>(" type=\'")	$r100 = interfaceinvoke r91.<java.lang.management.MemoryPoolMXBean: java.lang.management.MemoryType getType()>()	0
$r100 = interfaceinvoke r91.<java.lang.management.MemoryPoolMXBean: java.lang.management.MemoryType getType()>()	$r101 = virtualinvoke $r99.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.Object)>($r100)	1
$r101 = virtualinvoke $r99.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.Object)>($r100)	$r102 = virtualinvoke $r101.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>("\'")	1
$r102 = virtualinvoke $r101.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>("\'")	$r103 = virtualinvoke $r102.<java.lang.StringBuilder: java.lang.String toString()>()	1
$r103 = virtualinvoke $r102.<java.lang.StringBuilder: java.lang.String toString()>()	virtualinvoke r0.<java.io.PrintWriter: void write(java.lang.String)>($r103)	1
virtualinvoke r0.<java.io.PrintWriter: void write(java.lang.String)>($r103)	$r104 = new java.lang.StringBuilder	0
$r104 = new java.lang.StringBuilder	specialinvoke $r104.<java.lang.StringBuilder: void <init>(java.lang.String)>(" usageInit=\'")	1
specialinvoke $r104.<java.lang.StringBuilder: void <init>(java.lang.String)>(" usageInit=\'")	$l17 = virtualinvoke r92.<java.lang.management.MemoryUsage: long getInit()>()	0
$l17 = virtualinvoke r92.<java.lang.management.MemoryUsage: long getInit()>()	$r105 = virtualinvoke $r104.<java.lang.StringBuilder: java.lang.StringBuilder append(long)>($l17)	1
$r105 = virtualinvoke $r104.<java.lang.StringBuilder: java.lang.StringBuilder append(long)>($l17)	$r106 = virtualinvoke $r105.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>("\'")	1
$r106 = virtualinvoke $r105.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>("\'")	$r107 = virtualinvoke $r106.<java.lang.StringBuilder: java.lang.String toString()>()	1
$r107 = virtualinvoke $r106.<java.lang.StringBuilder: java.lang.String toString()>()	virtualinvoke r0.<java.io.PrintWriter: void write(java.lang.String)>($r107)	1
virtualinvoke r0.<java.io.PrintWriter: void write(java.lang.String)>($r107)	$r108 = new java.lang.StringBuilder	0
$r108 = new java.lang.StringBuilder	specialinvoke $r108.<java.lang.StringBuilder: void <init>(java.lang.String)>(" usageCommitted=\'")	1
specialinvoke $r108.<java.lang.StringBuilder: void <init>(java.lang.String)>(" usageCommitted=\'")	$l18 = virtualinvoke r92.<java.lang.management.MemoryUsage: long getCommitted()>()	0
$l18 = virtualinvoke r92.<java.lang.management.MemoryUsage: long getCommitted()>()	$r109 = virtualinvoke $r108.<java.lang.StringBuilder: java.lang.StringBuilder append(long)>($l18)	1
$r109 = virtualinvoke $r108.<java.lang.StringBuilder: java.lang.StringBuilder append(long)>($l18)	$r110 = virtualinvoke $r109.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>("\'")	1
$r110 = virtualinvoke $r109.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>("\'")	$r111 = virtualinvoke $r110.<java.lang.StringBuilder: java.lang.String toString()>()	1
$r111 = virtualinvoke $r110.<java.lang.StringBuilder: java.lang.String toString()>()	virtualinvoke r0.<java.io.PrintWriter: void write(java.lang.String)>($r111)	1
virtualinvoke r0.<java.io.PrintWriter: void write(java.lang.String)>($r111)	$r112 = new java.lang.StringBuilder	0
$r112 = new java.lang.StringBuilder	specialinvoke $r112.<java.lang.StringBuilder: void <init>(java.lang.String)>(" usageMax=\'")	1
specialinvoke $r112.<java.lang.StringBuilder: void <init>(java.lang.String)>(" usageMax=\'")	$l19 = virtualinvoke r92.<java.lang.management.MemoryUsage: long getMax()>()	0
$l19 = virtualinvoke r92.<java.lang.management.MemoryUsage: long getMax()>()	$r113 = virtualinvoke $r112.<java.lang.StringBuilder: java.lang.StringBuilder append(long)>($l19)	1
$r113 = virtualinvoke $r112.<java.lang.StringBuilder: java.lang.StringBuilder append(long)>($l19)	$r114 = virtualinvoke $r113.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>("\'")	1
$r114 = virtualinvoke $r113.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>("\'")	$r115 = virtualinvoke $r114.<java.lang.StringBuilder: java.lang.String toString()>()	1
$r115 = virtualinvoke $r114.<java.lang.StringBuilder: java.lang.String toString()>()	virtualinvoke r0.<java.io.PrintWriter: void write(java.lang.String)>($r115)	1
virtualinvoke r0.<java.io.PrintWriter: void write(java.lang.String)>($r115)	$r116 = new java.lang.StringBuilder	0
$r116 = new java.lang.StringBuilder	specialinvoke $r116.<java.lang.StringBuilder: void <init>(java.lang.String)>(" usageUsed=\'")	1
specialinvoke $r116.<java.lang.StringBuilder: void <init>(java.lang.String)>(" usageUsed=\'")	$l20 = virtualinvoke r92.<java.lang.management.MemoryUsage: long getUsed()>()	0
$l20 = virtualinvoke r92.<java.lang.management.MemoryUsage: long getUsed()>()	$r117 = virtualinvoke $r116.<java.lang.StringBuilder: java.lang.StringBuilder append(long)>($l20)	1
$r117 = virtualinvoke $r116.<java.lang.StringBuilder: java.lang.StringBuilder append(long)>($l20)	$r118 = virtualinvoke $r117.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>("\'/>")	1
$r118 = virtualinvoke $r117.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>("\'/>")	$r119 = virtualinvoke $r118.<java.lang.StringBuilder: java.lang.String toString()>()	1
$r119 = virtualinvoke $r118.<java.lang.StringBuilder: java.lang.String toString()>()	virtualinvoke r0.<java.io.PrintWriter: void write(java.lang.String)>($r119)	1
virtualinvoke r0.<java.io.PrintWriter: void write(java.lang.String)>($r119)	$z2 = interfaceinvoke r89.<java.util.Iterator: boolean hasNext()>()	0
$z2 = interfaceinvoke r89.<java.util.Iterator: boolean hasNext()>()	if $z2 != 0 goto $r90 = interfaceinvoke r89.<java.util.Iterator: java.lang.Object next()>()	1
if $z2 != 0 goto $r90 = interfaceinvoke r89.<java.util.Iterator: java.lang.Object next()>()	virtualinvoke r0.<java.io.PrintWriter: void write(java.lang.String)>("</jvm>")	0
if $z2 != 0 goto $r90 = interfaceinvoke r89.<java.util.Iterator: java.lang.Object next()>()	$r90 = interfaceinvoke r89.<java.util.Iterator: java.lang.Object next()>()	0
virtualinvoke r0.<java.io.PrintWriter: void write(java.lang.String)>("</jvm>")	return	0
