"","target_c","targetFQCN_c","teaching_c","step_c","ccna_c","idau_c","edge_dencity_c","graph_degree_c","eccentricity_centrality_c","centralization_c","page_rank_c","bonpow_c","betweenness_c"
"74","org.apache.catalina.manager.StatusTransformer_writeContext","org.apache.catalina.manager.StatusTransformer",1,112,21,0.544642857142857,0.0104555638536221,0.189693801344287,1.3814638258453e-09,10306.1799795395,0.00934971613894945,0.0657160978412646,800945.962285288
"75","org.apache.catalina.manager.StatusTransformer_writeDetailedState","org.apache.catalina.manager.StatusTransformer",1,5,2,0.2,0.0172316384180791,0.473446327683616,2.47932869345168e-08,12703.18950603,0.0159330824626113,0.17790376009049,31116.9771186441
"76","org.apache.catalina.manager.StatusTransformer_writeFooter","org.apache.catalina.manager.StatusTransformer",1,10,5,0.1,0.138888888888889,0.444444444444444,0.000184265542809639,68746.4484126984,0.0826420009445173,0.24782467663255,16.6944444444444
"77","org.apache.catalina.manager.StatusTransformer_writeHeader","org.apache.catalina.manager.StatusTransformer",1,14,5,0.142857142857143,0.0897435897435897,0.307692307692308,4.38100819683797e-05,60456.0151209677,0.0625997430280473,0.189256824981834,71.3974358974359
"78","org.apache.catalina.manager.StatusTransformer_writeJspMonitor","org.apache.catalina.manager.StatusTransformer",1,28,5,0.5,0.0398860398860399,0.148148148148148,1.01236340371705e-06,21743.2512077295,0.0333353349916719,0.098165206224668,4302.76923076923
"79","org.apache.catalina.manager.StatusTransformer_writeOSState","org.apache.catalina.manager.StatusTransformer",1,106,5,0.641509433962264,0.012125371768474,1.20292839167239,1.91506104385054e-09,17538.9870417193,0.0103184465966394,0.120417706009113,586569.36273164
"80","org.apache.catalina.manager.StatusTransformer_writePageHeading","org.apache.catalina.manager.StatusTransformer",1,8,2,0.25,0.142857142857143,0.285714285714286,0.00019643365258429,71185.6153846154,0.08786965024039,0.210844274378595,20.2857142857143
"81","org.apache.catalina.manager.StatusTransformer_writeProcessorState","org.apache.catalina.manager.StatusTransformer",1,23,1,0.0434782608695652,0.00630881094952951,1.42557741659538,8.71731357809617e-11,5514.22516060304,0.00587343270254056,0.356600744489147,90114.2434502424
"82","org.apache.catalina.manager.StatusTransformer_writeServerInfo","org.apache.catalina.manager.StatusTransformer",1,8,2,0.25,0.142857142857143,0.285714285714286,0.00019643365258429,71185.6153846154,0.08786965024039,0.210844274378595,20.2857142857143
"83","org.apache.catalina.manager.StatusTransformer_writeVMState","org.apache.catalina.manager.StatusTransformer",1,213,16,0.652582159624413,0.00514343668501884,0.366560417270356,2.38470840220636e-10,4757.43014775445,0.00483296102947854,0.101090337394266,1413711.80901671
"84","org.apache.catalina.manager.StatusTransformer_writeWrapper","org.apache.catalina.manager.StatusTransformer",1,58,11,0.379310344827586,0.0202655485674354,0.204053109713487,3.06573441885403e-08,13833.1439459411,0.0175569579124882,0.0812829705962182,43080.3301886792
"85","org.apache.tomcat.util.DomUtil_findChildWithAtt","org.apache.tomcat.util.DomUtil",1,34,20,0.294117647058824,0.0579710144927536,1.10144927536232,8.92061560741796e-06,23211.8401623851,0.0372305903451499,0.17516185174843,3139.23913043478
"86","org.apache.tomcat.util.DomUtil_getAttribute","org.apache.tomcat.util.DomUtil",1,9,4,0.333333333333333,0.125,0.5,3.48783283442052e-05,68746.4484126984,0.0800650082414968,0.318071791775987,34.75
"87","org.apache.tomcat.util.DomUtil_getChildContent","org.apache.tomcat.util.DomUtil",1,15,7,0.4,0.0824175824175824,0.593406593406593,1.18052088055745e-05,30203.9166666667,0.0581888762242211,0.22448893270487,282.862637362637
"88","org.apache.tomcat.util.DomUtil_getContent","org.apache.tomcat.util.DomUtil",1,8,4,0.375,0.142857142857143,0.571428571428571,3.86970179235152e-05,71185.6153846154,0.0865304355011598,0.359070346435012,16.8392857142857
"89","org.apache.tomcat.util.DomUtil_readXml","org.apache.tomcat.util.DomUtil",1,11,0,0.363636363636364,0.0833333333333333,0.151515151515152,7.11430493881877e-06,62335.864516129,0.0655884694355531,0.0943226733928178,121.333333333333
"90","org.apache.tomcat.util.DomUtil_removeAttribute","org.apache.tomcat.util.DomUtil",1,4,0,0.25,0.2,0.3,0.000414340248911927,79659.8967391304,0.112734609051013,0.257365353930116,3.5
"91","org.apache.tomcat.util.DomUtil_setAttribute","org.apache.tomcat.util.DomUtil",1,8,0,0.375,0.111111111111111,0.194444444444444,2.55119067756068e-05,68746.4484126984,0.0808521886269656,0.129488954818185,38.5
"92","org.apache.tomcat.util.DomUtil_setAttributes","org.apache.tomcat.util.DomUtil",1,37,9,0.486486486486487,0.0372983870967742,0.479838709677419,1.17238315571873e-06,19645.1041626887,0.028643808877314,0.163796431410221,18966.7328629032
"93","org.apache.tomcat.util.DomUtil_setText","org.apache.tomcat.util.DomUtil",1,9,2,0.333333333333333,0.125,0.25,9.94476923886748e-05,68746.4484126984,0.0816079968524996,0.216935891553758,26.75
"94","org.apache.tomcat.util.DomUtil_writeXml","org.apache.tomcat.util.DomUtil",1,10,0,0.4,0.0909090909090909,0.163636363636364,1.04246879685213e-05,64336.024137931,0.0700380673492915,0.103711790507244,85.8
"95","org.apache.tomcat.util.http.mapper.Mapper_addHost","org.apache.tomcat.util.http.mapper.Mapper",1,74,15,0.554054054054054,0.0160228270412643,0.187006145741879,3.22322089271227e-08,11639.3793298519,0.014117880088185,0.0787340005958944,44330.4659789289
"96","org.apache.tomcat.util.http.mapper.Mapper_addHostAlias","org.apache.tomcat.util.http.mapper.Mapper",1,15,4,0.4,0.0824175824175824,0.285714285714286,1.79366161893419e-05,58685.9659090909,0.0583103938407445,0.137183758709992,224.554945054945
"97","org.apache.tomcat.util.http.mapper.Mapper_addWelcomeFile","org.apache.tomcat.util.http.mapper.Mapper",1,18,2,0.5,0.0588235294117647,0.117647058823529,3.87380131424464e-06,52531.8558558559,0.0473716922616887,0.0939773911562167,541.202614379085
